"","Canonical","NonCanonical","Atypical"
"674","F13B","TTTY5",NA
"675","KNDC1","ERBB4",NA
"676","ADAM30","REXO1L1P",NA
"677","KLK15","RPS17",NA
"678","SMR3A","SERPINA11",NA
"679","KLHL40","RPL27",NA
"680","ABCG4","FOXD3",NA
"681","TSGA10IP","RD3",NA
"682","KRT2","OR4K1",NA
"683","CCKBR","HOXD12",NA
"684","SLC5A7","GUCA1C",NA
"685","FOXD3","ITGAD",NA
"686","OR10A3","CFAP92",NA
"687","OR52A5","GPR139",NA
"688","FETUB","PAGE4",NA
"689","OR2G2","SLC34A1",NA
"690","NTF4","CNTNAP5",NA
"691","LPAL2","IL9",NA
"692","SAMD7","OR6C1",NA
"693","ITGAD","NEXMIF",NA
"694","GHRHR","INMT",NA
"695","THSD7B","SVOPL",NA
"696","YJEFN3","CDK4",NA
"697","NR1H4","PTH2R",NA
"698","MARCHF11","FAT3",NA
"699","CYP4B1","LPAL2",NA
"700","RTP3","CFAP77",NA
"701","FMR1NB","GKN2",NA
"702","MCF2L2","KLK14",NA
"703","LGALS13","PAPOLB",NA
"704","ASB15","CFAP126",NA
"705","ELSPBP1","TBX6",NA
"706","TAAR1","PAX3",NA
"707","BTG4","MS4A15",NA
"708","OR10AG1","IL2",NA
"709","SLC26A4","SHOX",NA
"710","GLT6D1","SLC45A2",NA
"711","GLRA1","TRAPPC3L",NA
"712","PCDHA11","OR51B5",NA
"713","SVOP","SNX31",NA
"714","LINC00313","C2orf50",NA
"715","SPATA31E1","HELT",NA
"716","UNC13C","TARP",NA
"717","ZNF560","WNT8A",NA
"718","ALDH1L1","CFAP57",NA
"719","ZNF366","OR4D2",NA
"720","C1GALT1C1L","MEIOC",NA
"721","CDH8","NCR3",NA
"722","CDKL2","BUB1B",NA
"723","MYOC","OR2A12",NA
"724","TMPRSS15","ACOXL",NA
"725","LELP1","PRR19",NA
"726","MMP24","CYP3A4",NA
"727","RSPO4","ATP1B4",NA
"728","ZP4","KIF20A",NA
"729","GRM2","IRS4",NA
"730","MC4R","RPE65",NA
"731","MRGPRX4","TEX36",NA
"732","UNC5D","CHRNB4",NA
"733","THEM5","ESR2",NA
"734","DISP3","ADIG",NA
"735","PLSCR2","MYO18B",NA
"736","NAT8","KHDC3L",NA
"737","DNASE2B","NELL1",NA
"738","NXT1","OPN5",NA
"739","PATE1","PI16",NA
"740","HPN","CSN3",NA
"741","KCNB1","FOXJ1",NA
"742","GALNT14","KIF25",NA
"743","OR1B1","OR12D2",NA
"744","OR4D1","MLIP",NA
"745","GJD2","SOST",NA
"746","PROC","TEX19",NA
"747","HEMGN","PEBP4",NA
"748","STK32B","LGALS13",NA
"749","GDF3","DNAJB8",NA
"750","ESR2","TRH",NA
