"","Canonical","NonCanonical","Atypical"
"655",NA,"CD79A",NA
"656",NA,"TOMM6",NA
"657",NA,"DYNLL1",NA
"658",NA,"TRIM62",NA
"659",NA,"SPSB4",NA
"660",NA,"TSC22D1-AS1",NA
"661",NA,"TESPA1",NA
"662",NA,"ZNF496",NA
"663",NA,"UQCC3",NA
"664",NA,"SOCS6",NA
"665",NA,"KIAA0319L",NA
"666",NA,"CIMAP1D",NA
"667",NA,"PTPRU",NA
"668",NA,"HCFC1",NA
"669",NA,"NAV1",NA
"670",NA,"H3C10",NA
"671",NA,"MUC3A",NA
"672",NA,"B4GALT6",NA
"673",NA,"LGMN",NA
"674",NA,"H2BC26",NA
"675",NA,"CUTALP",NA
"676",NA,"ANGPT4",NA
"677",NA,"PRB3",NA
"678",NA,"H3C8",NA
"679",NA,"SPANXN2",NA
"680",NA,"NR1I2",NA
"681",NA,"CYP4V2",NA
"682",NA,"H2BC17",NA
"683",NA,"SNRPG",NA
"684",NA,"TIMM8B",NA
"685",NA,"ZNF493",NA
"686",NA,"CNN2",NA
"687",NA,"STPG3-AS1",NA
"688",NA,"NDUFA1",NA
"689",NA,"H2BC9",NA
"690",NA,"MYL6B",NA
"691",NA,"ZSCAN31",NA
"692",NA,"CCDC33",NA
"693",NA,"H4C6",NA
"694",NA,"LMOD3",NA
"695",NA,"NDUFAF8",NA
"696",NA,"SIX3",NA
"697",NA,"SNHG32",NA
"698",NA,"RBMS1",NA
"699",NA,"CMTM3",NA
"700",NA,"GPR176",NA
"701",NA,"CD52",NA
"702",NA,"NOS1AP",NA
"703",NA,"TRMT112",NA
"704",NA,"FBL",NA
"705",NA,"TIMM17B",NA
"706",NA,"KLF5",NA
"707",NA,"KLRA1P",NA
"708",NA,"HNF1A-AS1",NA
"709",NA,"MAGEA6",NA
"710",NA,"CLN8",NA
"711",NA,"TSPO2",NA
"712",NA,"PAFAH2",NA
"713",NA,"S100A4",NA
"714",NA,"TMEM256",NA
"715",NA,"HMGB1",NA
"716",NA,"NDUFB4",NA
"717",NA,"FTL",NA
"718",NA,"RPLP0",NA
"719",NA,"TJP3",NA
"720",NA,"DBF4",NA
"721",NA,"SDF2L1",NA
"722",NA,"WDR93",NA
"723",NA,"LINC01120",NA
"724",NA,"OTOS",NA
"725",NA,"C12orf57",NA
"726",NA,"HCST",NA
"727",NA,"H3C15",NA
"728",NA,"EHHADH",NA
"729",NA,"UQCC2",NA
"730",NA,"IYD",NA
"731",NA,"DMXL1",NA
"732",NA,"PHKA1",NA
"733",NA,"GAST",NA
"734",NA,"RPS2P47",NA
"735",NA,"FAM138A",NA
"736",NA,"REXO1",NA
"737",NA,"HEMK1",NA
"738",NA,"SMDT1",NA
"739",NA,"C6orf132",NA
"740",NA,"CCDC166",NA
"741",NA,"CSRP2",NA
"742",NA,"IFI27",NA
"743",NA,"NPHS2",NA
"744",NA,"H2AC4",NA
"745",NA,"SNHG29",NA
"746",NA,"FOXRED1",NA
"747",NA,"CARF",NA
"748",NA,"MTHFR",NA
"749",NA,"MIA3",NA
"750",NA,"ARL17B",NA
"751",NA,"TRPC2",NA
"752",NA,"COX7A2",NA
"753",NA,"NEURL1",NA
"754",NA,"STX2",NA
"755",NA,"CYP4A11",NA
